avgTemp,avgTempRange,avgHumidity,avgHumidityRange,durationDays,brix,pol,purity,actualRendement,baseRen
33.5,32-35,70.0,61-80,2,17.9,14.67,81.95,7.18,7.46
33.5,32-35,70.0,61-80,3,17.9,14.67,81.95,6.88,7.46
33.5,32-35,70.0,61-80,4,17.9,14.67,81.95,6.56,7.46
33.5,32-35,90.0,81-100,2,17.9,14.67,81.95,7.15,7.46
33.5,32-35,90.0,81-100,3,17.9,14.67,81.95,6.82,7.46
33.5,32-35,90.0,81-100,4,17.9,14.67,81.95,6.47,7.46
24.0,23-25,50.0,40-60,2,15.8,13.01,82.9,7.0,6.53
24.0,23-25,50.0,40-60,3,15.8,13.01,82.9,6.69,6.53
24.0,23-25,50.0,40-60,4,15.8,13.01,82.9,6.4,6.53
24.0,23-25,70.0,61-80,2,15.8,13.01,82.9,6.91,6.53
24.0,23-25,70.0,61-80,3,15.8,13.01,82.9,6.63,6.53
24.0,23-25,70.0,61-80,4,15.8,13.01,82.9,6.34,6.53
24.0,23-25,90.0,81-100,2,15.8,13.01,82.9,6.91,6.53
24.0,23-25,90.0,81-100,3,15.8,13.01,82.9,6.54,6.53
24.0,23-25,90.0,81-100,4,15.8,13.01,82.9,6.28,6.53
27.0,26-28,50.0,40-60,2,15.8,13.01,82.9,6.88,6.53
27.0,26-28,50.0,40-60,3,15.8,13.01,82.9,6.54,6.53
27.0,26-28,50.0,40-60,4,15.8,13.01,82.9,6.21,6.53
27.0,26-28,70.0,61-80,2,15.8,13.01,82.9,6.79,6.53
27.0,26-28,70.0,61-80,3,15.8,13.01,82.9,6.48,6.53
27.0,26-28,70.0,61-80,4,15.8,13.01,82.9,6.14,6.53
27.0,26-28,90.0,81-100,2,15.8,13.01,82.9,6.74,6.53
27.0,26-28,90.0,81-100,3,15.8,13.01,82.9,6.46,6.53
27.0,26-28,90.0,81-100,4,15.8,13.01,82.9,6.07,6.53
30.0,29-31,50.0,40-60,2,15.8,13.01,82.9,6.6,6.53
30.0,29-31,50.0,40-60,3,15.8,13.01,82.9,6.32,6.53
30.0,29-31,50.0,40-60,4,15.8,13.01,82.9,5.98,6.53
30.0,29-31,70.0,61-80,2,15.8,13.01,82.9,6.6,6.53
30.0,29-31,70.0,61-80,3,15.8,13.01,82.9,6.25,6.53
30.0,29-31,70.0,61-80,4,15.8,13.01,82.9,5.93,6.53
30.0,29-31,90.0,81-100,2,15.8,13.01,82.9,6.48,6.53
30.0,29-31,90.0,81-100,3,15.8,13.01,82.9,6.21,6.53
30.0,29-31,90.0,81-100,4,15.8,13.01,82.9,5.81,6.53
33.5,32-35,50.0,40-60,2,15.8,13.01,82.9,6.32,6.53
33.5,32-35,50.0,40-60,3,15.8,13.01,82.9,6.03,6.53
33.5,32-35,50.0,40-60,4,15.8,13.01,82.9,5.73,6.53
33.5,32-35,70.0,61-80,2,15.8,13.01,82.9,6.3,6.53
33.5,32-35,70.0,61-80,3,15.8,13.01,82.9,6.04,6.53
33.5,32-35,70.0,61-80,4,15.8,13.01,82.9,5.6,6.53
33.5,32-35,90.0,81-100,2,15.8,13.01,82.9,6.21,6.53
33.5,32-35,90.0,81-100,3,15.8,13.01,82.9,5.9,6.53
33.5,32-35,90.0,81-100,4,15.8,13.01,82.9,5.57,6.53
24.0,23-25,50.0,40-60,2,15.0,12.29,81.94,6.57,6.06
24.0,23-25,50.0,40-60,3,15.0,12.29,81.94,6.27,6.06
24.0,23-25,50.0,40-60,4,15.0,12.29,81.94,5.91,6.06
24.0,23-25,70.0,61-80,2,15.0,12.29,81.94,6.5,6.06
24.0,23-25,70.0,61-80,3,15.0,12.29,81.94,6.23,6.06
24.0,23-25,70.0,61-80,4,15.0,12.29,81.94,5.83,6.06
24.0,23-25,90.0,81-100,2,15.0,12.29,81.94,6.44,6.06
24.0,23-25,90.0,81-100,3,15.0,12.29,81.94,6.15,6.06
24.0,23-25,90.0,81-100,4,15.0,12.29,81.94,5.76,6.06
27.0,26-28,50.0,40-60,2,15.0,12.29,81.94,6.41,6.06
27.0,26-28,50.0,40-60,3,15.0,12.29,81.94,6.08,6.06
27.0,26-28,50.0,40-60,4,15.0,12.29,81.94,5.71,6.06
27.0,26-28,70.0,61-80,2,15.0,12.29,81.94,6.35,6.06
27.0,26-28,70.0,61-80,3,15.0,12.29,81.94,6.01,6.06
27.0,26-28,70.0,61-80,4,15.0,12.29,81.94,5.69,6.06
27.0,26-28,90.0,81-100,2,15.0,12.29,81.94,6.3,6.06
27.0,26-28,90.0,81-100,3,15.0,12.29,81.94,5.92,6.06
27.0,26-28,90.0,81-100,4,15.0,12.29,81.94,5.56,6.06
30.0,29-31,50.0,40-60,2,15.0,12.29,81.94,6.16,6.06
30.0,29-31,50.0,40-60,3,15.0,12.29,81.94,5.83,6.06
30.0,29-31,50.0,40-60,4,15.0,12.29,81.94,5.49,6.06
30.0,29-31,70.0,61-80,2,15.0,12.29,81.94,6.09,6.06
30.0,29-31,70.0,61-80,3,15.0,12.29,81.94,5.76,6.06
30.0,29-31,70.0,61-80,4,15.0,12.29,81.94,5.4,6.06
30.0,29-31,90.0,81-100,2,15.0,12.29,81.94,6.06,6.06
30.0,29-31,90.0,81-100,3,15.0,12.29,81.94,5.69,6.06
30.0,29-31,90.0,81-100,4,15.0,12.29,81.94,5.36,6.06
33.5,32-35,50.0,40-60,2,15.0,12.29,81.94,5.92,6.06
33.5,32-35,50.0,40-60,3,15.0,12.29,81.94,5.6,6.06
33.5,32-35,50.0,40-60,4,15.0,12.29,81.94,5.18,6.06
33.5,32-35,70.0,61-80,2,15.0,12.29,81.94,5.82,6.06
33.5,32-35,70.0,61-80,3,15.0,12.29,81.94,5.54,6.06
33.5,32-35,70.0,61-80,4,15.0,12.29,81.94,5.19,6.06
33.5,32-35,90.0,81-100,2,15.0,12.29,81.94,5.77,6.06
33.5,32-35,90.0,81-100,3,15.0,12.29,81.94,5.44,6.06
33.5,32-35,90.0,81-100,4,15.0,12.29,81.94,5.06,6.06
24.0,23-25,50.0,40-60,2,17.1,13.67,79.94,7.17,6.69
24.0,23-25,50.0,40-60,3,17.1,13.67,79.94,6.88,6.69
24.0,23-25,50.0,40-60,4,17.1,13.67,79.94,6.53,6.69
24.0,23-25,70.0,61-80,2,17.1,13.67,79.94,7.08,6.69
24.0,23-25,70.0,61-80,3,17.1,13.67,79.94,6.78,6.69
24.0,23-25,70.0,61-80,4,17.1,13.67,79.94,6.52,6.69
24.0,23-25,90.0,81-100,2,17.1,13.67,79.94,7.01,6.69
24.0,23-25,90.0,81-100,3,17.1,13.67,79.94,6.72,6.69
24.0,23-25,90.0,81-100,4,17.1,13.67,79.94,6.42,6.69
27.0,26-28,50.0,40-60,2,17.1,13.67,79.94,7.01,6.69
27.0,26-28,50.0,40-60,3,17.1,13.67,79.94,6.69,6.69
27.0,26-28,50.0,40-60,4,17.1,13.67,79.94,6.37,6.69
27.0,26-28,70.0,61-80,2,17.1,13.67,79.94,6.98,6.69
27.0,26-28,70.0,61-80,3,17.1,13.67,79.94,6.67,6.69
27.0,26-28,70.0,61-80,4,17.1,13.67,79.94,6.36,6.69
27.0,26-28,90.0,81-100,2,17.1,13.67,79.94,6.87,6.69
27.0,26-28,90.0,81-100,3,17.1,13.67,79.94,6.61,6.69
27.0,26-28,90.0,81-100,4,17.1,13.67,79.94,6.2,6.69
30.0,29-31,50.0,40-60,2,17.1,13.67,79.94,6.77,6.69
30.0,29-31,50.0,40-60,3,17.1,13.67,79.94,6.5,6.69
30.0,29-31,50.0,40-60,4,17.1,13.67,79.94,6.1,6.69
30.0,29-31,70.0,61-80,2,17.1,13.67,79.94,6.74,6.69
30.0,29-31,70.0,61-80,3,17.1,13.67,79.94,6.4,6.69
30.0,29-31,70.0,61-80,4,17.1,13.67,79.94,6.04,6.69
30.0,29-31,90.0,81-100,2,17.1,13.67,79.94,6.65,6.69
30.0,29-31,90.0,81-100,3,17.1,13.67,79.94,6.37,6.69
30.0,29-31,90.0,81-100,4,17.1,13.67,79.94,5.96,6.69
33.5,32-35,50.0,40-60,2,17.1,13.67,79.94,6.54,6.69
33.5,32-35,50.0,40-60,3,17.1,13.67,79.94,6.17,6.69
33.5,32-35,50.0,40-60,4,17.1,13.67,79.94,5.81,6.69
33.5,32-35,70.0,61-80,2,17.1,13.67,79.94,6.42,6.69
33.5,32-35,70.0,61-80,3,17.1,13.67,79.94,6.12,6.69
33.5,32-35,70.0,61-80,4,17.1,13.67,79.94,5.76,6.69
33.5,32-35,90.0,81-100,2,17.1,13.67,79.94,6.4,6.69
33.5,32-35,90.0,81-100,3,17.1,13.67,79.94,6.07,6.69
33.5,32-35,90.0,81-100,4,17.1,13.67,79.94,5.71,6.69
24.0,23-25,50.0,40-60,2,16.5,13.92,84.36,7.78,7.25
24.0,23-25,50.0,40-60,3,16.5,13.92,84.36,7.42,7.25
24.0,23-25,50.0,40-60,4,16.5,13.92,84.36,7.05,7.25
24.0,23-25,70.0,61-80,2,16.5,13.92,84.36,7.66,7.25
24.0,23-25,70.0,61-80,3,16.5,13.92,84.36,7.35,7.25
24.0,23-25,70.0,61-80,4,16.5,13.92,84.36,7.03,7.25
24.0,23-25,90.0,81-100,2,16.5,13.92,84.36,7.58,7.25
24.0,23-25,90.0,81-100,3,16.5,13.92,84.36,7.3,7.25
24.0,23-25,90.0,81-100,4,16.5,13.92,84.36,6.97,7.25
27.0,26-28,50.0,40-60,2,16.5,13.92,84.36,7.61,7.25
27.0,26-28,50.0,40-60,3,16.5,13.92,84.36,7.3,7.25
27.0,26-28,50.0,40-60,4,16.5,13.92,84.36,6.9,7.25
27.0,26-28,70.0,61-80,2,16.5,13.92,84.36,7.49,7.25
27.0,26-28,70.0,61-80,3,16.5,13.92,84.36,7.23,7.25
27.0,26-28,70.0,61-80,4,16.5,13.92,84.36,6.85,7.25
27.0,26-28,90.0,81-100,2,16.5,13.92,84.36,7.41,7.25
27.0,26-28,90.0,81-100,3,16.5,13.92,84.36,7.15,7.25
27.0,26-28,90.0,81-100,4,16.5,13.92,84.36,6.78,7.25
30.0,29-31,50.0,40-60,2,16.5,13.92,84.36,7.37,7.25
30.0,29-31,50.0,40-60,3,16.5,13.92,84.36,7.02,7.25
30.0,29-31,50.0,40-60,4,16.5,13.92,84.36,6.74,7.25
30.0,29-31,70.0,61-80,2,16.5,13.92,84.36,7.32,7.25
30.0,29-31,70.0,61-80,3,16.5,13.92,84.36,6.95,7.25
30.0,29-31,70.0,61-80,4,16.5,13.92,84.36,6.64,7.25
30.0,29-31,90.0,81-100,2,16.5,13.92,84.36,7.22,7.25
30.0,29-31,90.0,81-100,3,16.5,13.92,84.36,6.93,7.25
30.0,29-31,90.0,81-100,4,16.5,13.92,84.36,6.56,7.25
33.5,32-35,50.0,40-60,2,16.5,13.92,84.36,7.06,7.25
33.5,32-35,50.0,40-60,3,16.5,13.92,84.36,6.75,7.25
33.5,32-35,50.0,40-60,4,16.5,13.92,84.36,6.39,7.25
33.5,32-35,70.0,61-80,2,16.5,13.92,84.36,7.05,7.25
33.5,32-35,70.0,61-80,3,16.5,13.92,84.36,6.69,7.25
33.5,32-35,70.0,61-80,4,16.5,13.92,84.36,6.32,7.25
33.5,32-35,90.0,81-100,2,16.5,13.92,84.36,6.9,7.25
33.5,32-35,90.0,81-100,3,16.5,13.92,84.36,6.67,7.25
33.5,32-35,90.0,81-100,4,16.5,13.92,84.36,6.29,7.25
24.0,23-25,50.0,40-60,2,17.0,14.36,84.47,8.04,7.53
24.0,23-25,50.0,40-60,3,17.0,14.36,84.47,7.74,7.53
24.0,23-25,50.0,40-60,4,17.0,14.36,84.47,7.39,7.53
24.0,23-25,70.0,61-80,2,17.0,14.36,84.47,7.97,7.53
24.0,23-25,70.0,61-80,3,17.0,14.36,84.47,7.63,7.53
24.0,23-25,70.0,61-80,4,17.0,14.36,84.47,7.27,7.53
24.0,23-25,90.0,81-100,2,17.0,14.36,84.47,7.89,7.53
24.0,23-25,90.0,81-100,3,17.0,14.36,84.47,7.57,7.53
24.0,23-25,90.0,81-100,4,17.0,14.36,84.47,7.24,7.53
27.0,26-28,50.0,40-60,2,17.0,14.36,84.47,7.86,7.53
27.0,26-28,50.0,40-60,3,17.0,14.36,84.47,7.57,7.53
27.0,26-28,50.0,40-60,4,17.0,14.36,84.47,7.16,7.53
27.0,26-28,70.0,61-80,2,17.0,14.36,84.47,7.76,7.53
27.0,26-28,70.0,61-80,3,17.0,14.36,84.47,7.53,7.53
27.0,26-28,70.0,61-80,4,17.0,14.36,84.47,7.13,7.53
27.0,26-28,90.0,81-100,2,17.0,14.36,84.47,7.75,7.53
27.0,26-28,90.0,81-100,3,17.0,14.36,84.47,7.43,7.53
27.0,26-28,90.0,81-100,4,17.0,14.36,84.47,7.13,7.53
30.0,29-31,50.0,40-60,2,17.0,14.36,84.47,7.65,7.53
30.0,29-31,50.0,40-60,3,17.0,14.36,84.47,7.31,7.53
30.0,29-31,50.0,40-60,4,17.0,14.36,84.47,6.98,7.53
30.0,29-31,70.0,61-80,2,17.0,14.36,84.47,7.53,7.53
30.0,29-31,70.0,61-80,3,17.0,14.36,84.47,7.26,7.53
30.0,29-31,70.0,61-80,4,17.0,14.36,84.47,6.94,7.53
30.0,29-31,90.0,81-100,2,17.0,14.36,84.47,7.5,7.53
30.0,29-31,90.0,81-100,3,17.0,14.36,84.47,7.19,7.53
30.0,29-31,90.0,81-100,4,17.0,14.36,84.47,6.81,7.53
33.5,32-35,50.0,40-60,2,17.0,14.36,84.47,7.37,7.53
33.5,32-35,50.0,40-60,3,17.0,14.36,84.47,7.02,7.53
33.5,32-35,50.0,40-60,4,17.0,14.36,84.47,6.72,7.53
33.5,32-35,70.0,61-80,2,17.0,14.36,84.47,7.3,7.53
33.5,32-35,70.0,61-80,3,17.0,14.36,84.47,6.98,7.53
33.5,32-35,70.0,61-80,4,17.0,14.36,84.47,6.59,7.53
33.5,32-35,90.0,81-100,2,17.0,14.36,84.47,7.18,7.53
33.5,32-35,90.0,81-100,3,17.0,14.36,84.47,6.95,7.53
33.5,32-35,90.0,81-100,4,17.0,14.36,84.47,6.59,7.53
24.0,23-25,50.0,40-60,2,15.8,13.24,83.8,7.28,6.79
24.0,23-25,50.0,40-60,3,15.8,13.24,83.8,6.97,6.79
24.0,23-25,50.0,40-60,4,15.8,13.24,83.8,6.63,6.79
24.0,23-25,70.0,61-80,2,15.8,13.24,83.8,7.22,6.79
24.0,23-25,70.0,61-80,3,15.8,13.24,83.8,6.93,6.79
24.0,23-25,70.0,61-80,4,15.8,13.24,83.8,6.55,6.79
24.0,23-25,90.0,81-100,2,15.8,13.24,83.8,7.17,6.79
24.0,23-25,90.0,81-100,3,15.8,13.24,83.8,6.86,6.79
24.0,23-25,90.0,81-100,4,15.8,13.24,83.8,6.47,6.79
27.0,26-28,50.0,40-60,2,15.8,13.24,83.8,7.15,6.79
27.0,26-28,50.0,40-60,3,15.8,13.24,83.8,6.82,6.79
27.0,26-28,50.0,40-60,4,15.8,13.24,83.8,6.44,6.79
27.0,26-28,70.0,61-80,2,15.8,13.24,83.8,7.03,6.79
27.0,26-28,70.0,61-80,3,15.8,13.24,83.8,6.79,6.79
27.0,26-28,70.0,61-80,4,15.8,13.24,83.8,6.46,6.79
27.0,26-28,90.0,81-100,2,15.8,13.24,83.8,7.02,6.79
27.0,26-28,90.0,81-100,3,15.8,13.24,83.8,6.71,6.79
27.0,26-28,90.0,81-100,4,15.8,13.24,83.8,6.3,6.79
30.0,29-31,50.0,40-60,2,15.8,13.24,83.8,6.84,6.79
30.0,29-31,50.0,40-60,3,15.8,13.24,83.8,6.56,6.79
30.0,29-31,50.0,40-60,4,15.8,13.24,83.8,6.27,6.79
30.0,29-31,70.0,61-80,2,15.8,13.24,83.8,6.88,6.79
30.0,29-31,70.0,61-80,3,15.8,13.24,83.8,6.5,6.79
30.0,29-31,70.0,61-80,4,15.8,13.24,83.8,6.21,6.79
30.0,29-31,90.0,81-100,2,15.8,13.24,83.8,6.76,6.79
30.0,29-31,90.0,81-100,3,15.8,13.24,83.8,6.4,6.79
30.0,29-31,90.0,81-100,4,15.8,13.24,83.8,6.1,6.79
33.5,32-35,50.0,40-60,2,15.8,13.24,83.8,6.63,6.79
33.5,32-35,50.0,40-60,3,15.8,13.24,83.8,6.28,6.79
33.5,32-35,50.0,40-60,4,15.8,13.24,83.8,5.99,6.79
33.5,32-35,70.0,61-80,2,15.8,13.24,83.8,6.52,6.79
33.5,32-35,70.0,61-80,3,15.8,13.24,83.8,6.21,6.79
33.5,32-35,70.0,61-80,4,15.8,13.24,83.8,5.87,6.79
33.5,32-35,90.0,81-100,2,15.8,13.24,83.8,6.5,6.79
33.5,32-35,90.0,81-100,3,15.8,13.24,83.8,6.16,6.79
33.5,32-35,90.0,81-100,4,15.8,13.24,83.8,5.85,6.79
24.0,23-25,50.0,40-60,2,16.7,13.7,82.04,7.38,6.9
24.0,23-25,50.0,40-60,3,16.7,13.7,82.04,7.08,6.9
24.0,23-25,50.0,40-60,4,16.7,13.7,82.04,6.76,6.9
24.0,23-25,70.0,61-80,2,16.7,13.7,82.04,7.32,6.9
24.0,23-25,70.0,61-80,3,16.7,13.7,82.04,7.06,6.9
24.0,23-25,70.0,61-80,4,16.7,13.7,82.04,6.64,6.9
24.0,23-25,90.0,81-100,2,16.7,13.7,82.04,7.26,6.9
24.0,23-25,90.0,81-100,3,16.7,13.7,82.04,6.97,6.9
24.0,23-25,90.0,81-100,4,16.7,13.7,82.04,6.64,6.9
27.0,26-28,50.0,40-60,2,16.7,13.7,82.04,7.2,6.9
27.0,26-28,50.0,40-60,3,16.7,13.7,82.04,6.94,6.9
27.0,26-28,50.0,40-60,4,16.7,13.7,82.04,6.57,6.9
27.0,26-28,70.0,61-80,2,16.7,13.7,82.04,7.17,6.9
27.0,26-28,70.0,61-80,3,16.7,13.7,82.04,6.84,6.9
27.0,26-28,70.0,61-80,4,16.7,13.7,82.04,6.49,6.9
27.0,26-28,90.0,81-100,2,16.7,13.7,82.04,7.13,6.9
27.0,26-28,90.0,81-100,3,16.7,13.7,82.04,6.82,6.9
27.0,26-28,90.0,81-100,4,16.7,13.7,82.04,6.44,6.9
30.0,29-31,50.0,40-60,2,16.7,13.7,82.04,7.02,6.9
30.0,29-31,50.0,40-60,3,16.7,13.7,82.04,6.65,6.9
30.0,29-31,50.0,40-60,4,16.7,13.7,82.04,6.35,6.9
30.0,29-31,70.0,61-80,2,16.7,13.7,82.04,6.98,6.9
30.0,29-31,70.0,61-80,3,16.7,13.7,82.04,6.67,6.9
30.0,29-31,70.0,61-80,4,16.7,13.7,82.04,6.28,6.9
30.0,29-31,90.0,81-100,2,16.7,13.7,82.04,6.88,6.9
30.0,29-31,90.0,81-100,3,16.7,13.7,82.04,6.55,6.9
30.0,29-31,90.0,81-100,4,16.7,13.7,82.04,6.24,6.9
33.5,32-35,50.0,40-60,2,16.7,13.7,82.04,6.71,6.9
33.5,32-35,50.0,40-60,3,16.7,13.7,82.04,6.44,6.9
33.5,32-35,50.0,40-60,4,16.7,13.7,82.04,6.02,6.9
33.5,32-35,70.0,61-80,2,16.7,13.7,82.04,6.67,6.9
33.5,32-35,70.0,61-80,3,16.7,13.7,82.04,6.37,6.9
33.5,32-35,70.0,61-80,4,16.7,13.7,82.04,6.02,6.9
33.5,32-35,90.0,81-100,2,16.7,13.7,82.04,6.6,6.9
33.5,32-35,90.0,81-100,3,16.7,13.7,82.04,6.32,6.9
33.5,32-35,90.0,81-100,4,16.7,13.7,82.04,5.96,6.9
24.0,23-25,50.0,40-60,2,18.1,15.05,83.14,8.26,7.81
24.0,23-25,50.0,40-60,3,18.1,15.05,83.14,8.02,7.81
24.0,23-25,50.0,40-60,4,18.1,15.05,83.14,7.6,7.81
24.0,23-25,70.0,61-80,2,18.1,15.05,83.14,8.25,7.81
24.0,23-25,70.0,61-80,3,18.1,15.05,83.14,7.98,7.81
24.0,23-25,70.0,61-80,4,18.1,15.05,83.14,7.55,7.81
24.0,23-25,90.0,81-100,2,18.1,15.05,83.14,8.19,7.81
24.0,23-25,90.0,81-100,3,18.1,15.05,83.14,7.89,7.81
24.0,23-25,90.0,81-100,4,18.1,15.05,83.14,7.51,7.81
27.0,26-28,50.0,40-60,2,18.1,15.05,83.14,8.12,7.81
27.0,26-28,50.0,40-60,3,18.1,15.05,83.14,7.83,7.81
27.0,26-28,50.0,40-60,4,18.1,15.05,83.14,7.54,7.81
27.0,26-28,70.0,61-80,2,18.1,15.05,83.14,8.06,7.81
27.0,26-28,70.0,61-80,3,18.1,15.05,83.14,7.8,7.81
27.0,26-28,70.0,61-80,4,18.1,15.05,83.14,7.4,7.81
27.0,26-28,90.0,81-100,2,18.1,15.05,83.14,7.98,7.81
27.0,26-28,90.0,81-100,3,18.1,15.05,83.14,7.74,7.81
27.0,26-28,90.0,81-100,4,18.1,15.05,83.14,7.34,7.81
30.0,29-31,50.0,40-60,2,18.1,15.05,83.14,7.95,7.81
30.0,29-31,50.0,40-60,3,18.1,15.05,83.14,7.6,7.81
30.0,29-31,50.0,40-60,4,18.1,15.05,83.14,7.25,7.81
30.0,29-31,70.0,61-80,2,18.1,15.05,83.14,7.8,7.81
30.0,29-31,70.0,61-80,3,18.1,15.05,83.14,7.6,7.81
30.0,29-31,70.0,61-80,4,18.1,15.05,83.14,7.17,7.81
30.0,29-31,90.0,81-100,2,18.1,15.05,83.14,7.77,7.81
30.0,29-31,90.0,81-100,3,18.1,15.05,83.14,7.46,7.81
30.0,29-31,90.0,81-100,4,18.1,15.05,83.14,7.11,7.81
33.5,32-35,50.0,40-60,2,18.1,15.05,83.14,7.63,7.81
33.5,32-35,50.0,40-60,3,18.1,15.05,83.14,7.34,7.81
33.5,32-35,50.0,40-60,4,18.1,15.05,83.14,6.94,7.81
33.5,32-35,70.0,61-80,2,18.1,15.05,83.14,7.57,7.81
33.5,32-35,70.0,61-80,3,18.1,15.05,83.14,7.3,7.81
33.5,32-35,70.0,61-80,4,18.1,15.05,83.14,6.91,7.81
33.5,32-35,90.0,81-100,2,18.1,15.05,83.14,7.46,7.81
33.5,32-35,90.0,81-100,3,18.1,15.05,83.14,7.17,7.81
33.5,32-35,90.0,81-100,4,18.1,15.05,83.14,6.81,7.81
24.0,23-25,50.0,40-60,2,16.9,13.9,82.24,7.48,7.04
24.0,23-25,50.0,40-60,3,16.9,13.9,82.24,7.21,7.04
24.0,23-25,50.0,40-60,4,16.9,13.9,82.24,6.87,7.04
24.0,23-25,70.0,61-80,2,16.9,13.9,82.24,7.43,7.04
24.0,23-25,70.0,61-80,3,16.9,13.9,82.24,7.18,7.04
24.0,23-25,70.0,61-80,4,16.9,13.9,82.24,6.87,7.04
24.0,23-25,90.0,81-100,2,16.9,13.9,82.24,7.44,7.04
24.0,23-25,90.0,81-100,3,16.9,13.9,82.24,7.12,7.04
24.0,23-25,90.0,81-100,4,16.9,13.9,82.24,6.72,7.04
27.0,26-28,50.0,40-60,2,16.9,13.9,82.24,7.32,7.04
27.0,26-28,50.0,40-60,3,16.9,13.9,82.24,7.1,7.04
27.0,26-28,50.0,40-60,4,16.9,13.9,82.24,6.68,7.04
27.0,26-28,70.0,61-80,2,16.9,13.9,82.24,7.29,7.04
27.0,26-28,70.0,61-80,3,16.9,13.9,82.24,7.02,7.04
27.0,26-28,70.0,61-80,4,16.9,13.9,82.24,6.64,7.04
27.0,26-28,90.0,81-100,2,16.9,13.9,82.24,7.27,7.04
27.0,26-28,90.0,81-100,3,16.9,13.9,82.24,6.97,7.04
27.0,26-28,90.0,81-100,4,16.9,13.9,82.24,6.62,7.04
30.0,29-31,50.0,40-60,2,16.9,13.9,82.24,7.16,7.04
30.0,29-31,50.0,40-60,3,16.9,13.9,82.24,6.8,7.04
30.0,29-31,50.0,40-60,4,16.9,13.9,82.24,6.5,7.04
30.0,29-31,70.0,61-80,2,16.9,13.9,82.24,7.07,7.04
30.0,29-31,70.0,61-80,3,16.9,13.9,82.24,6.8,7.04
30.0,29-31,70.0,61-80,4,16.9,13.9,82.24,6.39,7.04
30.0,29-31,90.0,81-100,2,16.9,13.9,82.24,7.02,7.04
30.0,29-31,90.0,81-100,3,16.9,13.9,82.24,6.75,7.04
30.0,29-31,90.0,81-100,4,16.9,13.9,82.24,6.3,7.04
33.5,32-35,50.0,40-60,2,16.9,13.9,82.24,6.81,7.04
33.5,32-35,50.0,40-60,3,16.9,13.9,82.24,6.51,7.04
33.5,32-35,50.0,40-60,4,16.9,13.9,82.24,6.19,7.04
33.5,32-35,70.0,61-80,2,16.9,13.9,82.24,6.78,7.04
33.5,32-35,70.0,61-80,3,16.9,13.9,82.24,6.53,7.04
33.5,32-35,70.0,61-80,4,16.9,13.9,82.24,6.15,7.04
33.5,32-35,90.0,81-100,2,16.9,13.9,82.24,6.72,7.04
33.5,32-35,90.0,81-100,3,16.9,13.9,82.24,6.44,7.04
33.5,32-35,90.0,81-100,4,16.9,13.9,82.24,6.06,7.04
24.0,23-25,50.0,40-60,2,14.7,11.57,78.71,5.87,5.4
24.0,23-25,50.0,40-60,3,14.7,11.57,78.71,5.61,5.4
24.0,23-25,50.0,40-60,4,14.7,11.57,78.71,5.26,5.4
24.0,23-25,70.0,61-80,2,14.7,11.57,78.71,5.78,5.4
24.0,23-25,70.0,61-80,3,14.7,11.57,78.71,5.49,5.4
24.0,23-25,70.0,61-80,4,14.7,11.57,78.71,5.15,5.4
24.0,23-25,90.0,81-100,2,14.7,11.57,78.71,5.74,5.4
24.0,23-25,90.0,81-100,3,14.7,11.57,78.71,5.43,5.4
24.0,23-25,90.0,81-100,4,14.7,11.57,78.71,5.12,5.4
27.0,26-28,50.0,40-60,2,14.7,11.57,78.71,5.76,5.4
27.0,26-28,50.0,40-60,3,14.7,11.57,78.71,5.4,5.4
27.0,26-28,50.0,40-60,4,14.7,11.57,78.71,5.09,5.4
27.0,26-28,70.0,61-80,2,14.7,11.57,78.71,5.67,5.4
27.0,26-28,70.0,61-80,3,14.7,11.57,78.71,5.38,5.4
27.0,26-28,70.0,61-80,4,14.7,11.57,78.71,5.04,5.4
27.0,26-28,90.0,81-100,2,14.7,11.57,78.71,5.64,5.4
27.0,26-28,90.0,81-100,3,14.7,11.57,78.71,5.27,5.4
27.0,26-28,90.0,81-100,4,14.7,11.57,78.71,4.91,5.4
30.0,29-31,50.0,40-60,2,14.7,11.57,78.71,5.5,5.4
30.0,29-31,50.0,40-60,3,14.7,11.57,78.71,5.18,5.4
30.0,29-31,50.0,40-60,4,14.7,11.57,78.71,4.81,5.4
30.0,29-31,70.0,61-80,2,14.7,11.57,78.71,5.4,5.4
30.0,29-31,70.0,61-80,3,14.7,11.57,78.71,5.15,5.4
30.0,29-31,70.0,61-80,4,14.7,11.57,78.71,4.77,5.4
30.0,29-31,90.0,81-100,2,14.7,11.57,78.71,5.41,5.4
30.0,29-31,90.0,81-100,3,14.7,11.57,78.71,5.05,5.4
30.0,29-31,90.0,81-100,4,14.7,11.57,78.71,4.68,5.4
33.5,32-35,50.0,40-60,2,14.7,11.57,78.71,5.22,5.4
33.5,32-35,50.0,40-60,3,14.7,11.57,78.71,4.88,5.4
33.5,32-35,50.0,40-60,4,14.7,11.57,78.71,4.56,5.4
33.5,32-35,70.0,61-80,2,14.7,11.57,78.71,5.16,5.4
33.5,32-35,70.0,61-80,3,14.7,11.57,78.71,4.86,5.4
33.5,32-35,70.0,61-80,4,14.7,11.57,78.71,4.54,5.4
33.5,32-35,90.0,81-100,2,14.7,11.57,78.71,5.05,5.4
33.5,32-35,90.0,81-100,3,14.7,11.57,78.71,4.82,5.4
33.5,32-35,90.0,81-100,4,14.7,11.57,78.71,4.46,5.4
24.0,23-25,50.0,40-60,2,14.2,9.94,70.0,4.4,3.94
